X,Y,FID,id,modified,language,rights,rightsHolder,bibliographicCitation,institutionCode,collectionCode,basisOfRecord,catalogNumber,occurrenceRemarks,individualID,individualCount,sex,occurrenceStatus,eventDate,year,waterBody,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,footprintWKT,georeferenceRemarks,scientificNameID,scientificName,kingdom,phylum,class,order_,family,genus,subgenus,specificEpithet,infraspecificEpithet,scientificNameAuthorship
18556513.84,-2484292.893,1182,1746,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S20 - 268),NIWA,MBIS White shark tagging,Occurrence,Shark S20 - 268,,Shark S20,1,,present,,,Pacific Ocean,-21.773,166.696,WGS84,10000,POINT (166.696 -21.773),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18635995.95,-5840261.009,1183,1233,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 22),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 22,,Shark S17,1,,present,,,Pacific Ocean,-46.3726,167.41,WGS84,10000,POINT (167.41 -46.3726),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18621301.78,-5797560.825,1184,1234,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 23),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 23,,Shark S17,1,,present,,,Pacific Ocean,-46.1073,167.278,WGS84,10000,POINT (167.278 -46.1073),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18610058.51,-5797625.05,1185,1235,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 24),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 24,,Shark S17,1,,present,,,Pacific Ocean,-46.1077,167.177,WGS84,10000,POINT (167.177 -46.1077),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18730172.24,-5927379.839,1186,1747,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S21 - 1),NIWA,MBIS White shark tagging,Occurrence,Shark S21 - 1,,Shark S21,1,,present,,,Pacific Ocean,-46.9099,168.256,WGS84,10000,POINT (168.256 -46.9099),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18621969.7,-5796453.014,1187,1236,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 25),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 25,,Shark S17,1,,present,,,Pacific Ocean,-46.1004,167.284,WGS84,10000,POINT (167.284 -46.1004),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18802195.95,-5644803.876,1188,1748,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S21 - 2),NIWA,MBIS White shark tagging,Occurrence,Shark S21 - 2,,Shark S21,1,,present,,,Pacific Ocean,-45.1477,168.903,WGS84,10000,POINT (168.903 -45.1477),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18668946.52,-5772500.41,1189,1237,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 26),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 26,,Shark S17,1,,present,,,Pacific Ocean,-45.951,167.706,WGS84,10000,POINT (167.706 -45.951),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18728502.45,-5722192.691,1190,1749,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S21 - 3),NIWA,MBIS White shark tagging,Occurrence,Shark S21 - 3,,Shark S21,1,,present,,,Pacific Ocean,-45.6359,168.241,WGS84,10000,POINT (168.241 -45.6359),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18788837.61,-5811315.651,1191,1750,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S21 - 4),NIWA,MBIS White shark tagging,Occurrence,Shark S21 - 4,,Shark S21,1,,present,,,Pacific Ocean,-46.1929,168.783,WGS84,10000,POINT (168.783 -46.1929),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18671729.51,-5766082.361,1192,1238,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 27),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 27,,Shark S17,1,,present,,,Pacific Ocean,-45.9109,167.731,WGS84,10000,POINT (167.731 -45.9109),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18655142.91,-5769987.055,1193,1239,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 28),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 28,,Shark S17,1,,present,,,Pacific Ocean,-45.9353,167.582,WGS84,10000,POINT (167.582 -45.9353),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18704457.44,-5748548.413,1194,1751,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S21 - 5),NIWA,MBIS White shark tagging,Occurrence,Shark S21 - 5,,Shark S21,1,,present,,,Pacific Ocean,-45.8012,168.025,WGS84,10000,POINT (168.025 -45.8012),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18664605.06,-5747446.704,1195,1240,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 29),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 29,,Shark S17,1,,present,,,Pacific Ocean,-45.7943,167.667,WGS84,10000,POINT (167.667 -45.7943),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18704457.44,-5748548.413,1196,1752,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S21 - 6),NIWA,MBIS White shark tagging,Occurrence,Shark S21 - 6,,Shark S21,1,,present,,,Pacific Ocean,-45.8012,168.025,WGS84,10000,POINT (168.025 -45.8012),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18660708.88,-5758837.622,1197,1241,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 30),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 30,,Shark S17,1,,present,,,Pacific Ocean,-45.8656,167.632,WGS84,10000,POINT (167.632 -45.8656),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18716479.95,-5753164.303,1198,1242,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 31),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 31,,Shark S17,1,,present,,,Pacific Ocean,-45.8301,168.133,WGS84,10000,POINT (168.133 -45.8301),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18699002.79,-5706270.352,1199,1243,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 32),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 32,,Shark S17,1,,present,,,Pacific Ocean,-45.5358,167.976,WGS84,10000,POINT (167.976 -45.5358),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18534806.54,-5795200.873,1200,1244,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 33),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 33,,Shark S17,1,,present,,,Pacific Ocean,-46.0926,166.501,WGS84,10000,POINT (166.501 -46.0926),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18633212.97,-5735002.069,1201,1245,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 34),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 34,,Shark S17,1,,present,,,Pacific Ocean,-45.7163,167.385,WGS84,10000,POINT (167.385 -45.7163),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18635773.31,-5724167.067,1202,1246,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 35),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 35,,Shark S17,1,,present,,,Pacific Ocean,-45.6483,167.408,WGS84,10000,POINT (167.408 -45.6483),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18645680.75,-5746664.413,1203,1247,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 36),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 36,,Shark S17,1,,present,,,Pacific Ocean,-45.7894,167.497,WGS84,10000,POINT (167.497 -45.7894),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18693102.85,-5745243.694,1204,1248,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 37),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 37,,Shark S17,1,,present,,,Pacific Ocean,-45.7805,167.923,WGS84,10000,POINT (167.923 -45.7805),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18687091.6,-5769250.793,1205,1249,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 38),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 38,,Shark S17,1,,present,,,Pacific Ocean,-45.9307,167.869,WGS84,10000,POINT (167.869 -45.9307),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18705236.68,-5781294.75,1206,1250,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 39),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 39,,Shark S17,1,,present,,,Pacific Ocean,-46.0059,168.032,WGS84,10000,POINT (168.032 -46.0059),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18816556.17,-5909310.986,1207,1251,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 40),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 40,,Shark S17,1,,present,,,Pacific Ocean,-46.7989,169.032,WGS84,10000,POINT (169.032 -46.7989),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18697221.67,-5794077.307,1208,1252,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S17 - 41),NIWA,MBIS White shark tagging,Occurrence,Shark S17 - 41,,Shark S17,1,,present,,,Pacific Ocean,-46.0856,167.96,WGS84,10000,POINT (167.96 -46.0856),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
17664622.08,-2427579.011,1209,1101,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78472 - 45),NIWA,MBIS White shark tagging,Occurrence,Shark 78472 - 45,Mature male 400 cm (TL),Shark 78472,1,male,present,,2009,Pacific Ocean,-21.2991,158.684,WGS84,10000,POINT (158.684 -21.2991),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
17664622.08,-2427579.011,1210,1102,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78472 - 46),NIWA,MBIS White shark tagging,Occurrence,Shark 78472 - 46,Mature male 400 cm (TL),Shark 78472,1,male,present,,2009,Pacific Ocean,-21.2991,158.684,WGS84,10000,POINT (158.684 -21.2991),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18657480.62,-5945959.704,1211,1601,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S20 - 123),NIWA,MBIS White shark tagging,Occurrence,Shark S20 - 123,,Shark S20,1,,present,,,Pacific Ocean,-47.0238,167.603,WGS84,10000,POINT (167.603 -47.0238),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18596811.49,-5708400.169,1212,1401,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78471 - 133),NIWA,MBIS White shark tagging,Occurrence,Shark 78471 - 133,Immature female 400 cm (TL),Shark 78471,1,female,present,,2009,Pacific Ocean,-45.5492,167.058,WGS84,10000,POINT (167.058 -45.5492),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
17612635.87,-2390745.851,1213,1103,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78472 - 47),NIWA,MBIS White shark tagging,Occurrence,Shark 78472 - 47,Mature male 400 cm (TL),Shark 78472,1,male,present,,2009,Pacific Ocean,-20.9905,158.217,WGS84,10000,POINT (158.217 -20.9905),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18578777.74,-5697835.542,1214,1402,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78471 - 134),NIWA,MBIS White shark tagging,Occurrence,Shark 78471 - 134,Immature female 400 cm (TL),Shark 78471,1,female,present,,2009,Pacific Ocean,-45.4827,166.896,WGS84,10000,POINT (166.896 -45.4827),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18737519.33,-5910774.638,1215,1602,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S20 - 124),NIWA,MBIS White shark tagging,Occurrence,Shark S20 - 124,,Shark S20,1,,present,,,Pacific Ocean,-46.8079,168.322,WGS84,10000,POINT (168.322 -46.8079),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18542487.58,-5692930.808,1216,1403,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78471 - 135),NIWA,MBIS White shark tagging,Occurrence,Shark 78471 - 135,Immature female 400 cm (TL),Shark 78471,1,female,present,,2009,Pacific Ocean,-45.4518,166.57,WGS84,10000,POINT (166.57 -45.4518),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18737519.33,-5910774.638,1217,1603,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S20 - 125),NIWA,MBIS White shark tagging,Occurrence,Shark S20 - 125,,Shark S20,1,,present,,,Pacific Ocean,-46.8079,168.322,WGS84,10000,POINT (168.322 -46.8079),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
17670967.29,-2718438.228,1218,1104,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78472 - 48),NIWA,MBIS White shark tagging,Occurrence,Shark 78472 - 48,Mature male 400 cm (TL),Shark 78472,1,male,present,,2009,Pacific Ocean,-23.7127,158.741,WGS84,10000,POINT (158.741 -23.7127),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18618518.79,-5573883.163,1219,1301,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78471 - 33),NIWA,MBIS White shark tagging,Occurrence,Shark 78471 - 33,Immature female 400 cm (TL),Shark 78471,1,female,present,,2009,Pacific Ocean,-44.6966,167.253,WGS84,10000,POINT (167.253 -44.6966),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18564640.16,-5678121.811,1220,1404,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78471 - 136),NIWA,MBIS White shark tagging,Occurrence,Shark 78471 - 136,Immature female 400 cm (TL),Shark 78471,1,female,present,,2009,Pacific Ocean,-45.3584,166.769,WGS84,10000,POINT (166.769 -45.3584),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18762454.9,-5898195.222,1221,1604,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark S20 - 126),NIWA,MBIS White shark tagging,Occurrence,Shark S20 - 126,,Shark S20,1,,present,,,Pacific Ocean,-46.7305,168.546,WGS84,10000,POINT (168.546 -46.7305),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
17721951.61,-2595935.672,1222,1105,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78472 - 49),NIWA,MBIS White shark tagging,Occurrence,Shark 78472 - 49,Mature male 400 cm (TL),Shark 78472,1,male,present,,2009,Pacific Ocean,-22.7013,159.199,WGS84,10000,POINT (159.199 -22.7013),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
18607832.12,-5575887.896,1223,1302,11/02/2014 11:00,en,Creative Commons Attribution 3.0 New Zealand Licence,NIWA,Carcharodon carcharias (Shark 78471 - 34),NIWA,MBIS White shark tagging,Occurrence,Shark 78471 - 34,Immature female 400 cm (TL),Shark 78471,1,female,present,,2009,Pacific Ocean,-44.7094,167.157,WGS84,10000,POINT (167.157 -44.7094),Daily positions were estimated from ambient light data stored on WC PAT4 and Mk10 tags using WC-GPE: Global Position Estimator Program Suite software,urn:lsid:marinespecies.org:taxname:105838,Carcharodon carcharias,Animalia,Chordata,Elasmobranchii,Lamniformes,Lamnidae,Carcharodon,,carcharias,,"(Linnaeus, 1758)"
